Region,SPI,Year,Month,Values
Bihar,2,1874,1,0.340089003
Bihar,2,1874,2,0.740745777
Bihar,2,1874,3,0.609250017
Bihar,2,1874,4,0.238801874
Bihar,2,1874,5,-0.910950712
Bihar,2,1874,6,1.12252686
Bihar,2,1874,7,0.84031031
Bihar,2,1874,8,-0.689718302
Bihar,2,1874,9,0.37892054
Bihar,2,1874,10,1.202206762
Bihar,2,1874,11,0.712244341
Bihar,2,1874,12,-0.774751648
Bihar,2,1875,1,0.48252529
Bihar,2,1875,2,0.070821301
Bihar,2,1875,3,-1.556675969
Bihar,2,1875,4,-0.306182745
Bihar,2,1875,5,0.489755408
Bihar,2,1875,6,0.828415428
Bihar,2,1875,7,-0.233876255
Bihar,2,1875,8,-0.594379853
Bihar,2,1875,9,-0.486298946
Bihar,2,1875,10,-1.565477837
Bihar,2,1875,11,-2.206253737
Bihar,2,1875,12,-0.562286404
Bihar,2,1876,1,-1.010114555
Bihar,2,1876,2,-1.740021995
Bihar,2,1876,3,-1.913873376
Bihar,2,1876,4,0.256200975
Bihar,2,1876,5,-0.272630782
Bihar,2,1876,6,-0.618683869
Bihar,2,1876,7,-1.098454528
Bihar,2,1876,8,-0.408661517
Bihar,2,1876,9,0.57666793
Bihar,2,1876,10,0.971623029
Bihar,2,1876,11,1.103295605
Bihar,2,1876,12,-0.774751648
Bihar,2,1877,1,1.433549246
Bihar,2,1877,2,1.732398815
Bihar,2,1877,3,0.955615982
Bihar,2,1877,4,0.436724461
Bihar,2,1877,5,1.666199003
Bihar,2,1877,6,-0.595065577
Bihar,2,1877,7,-1.25589613
Bihar,2,1877,8,-1.362606141
Bihar,2,1877,9,-1.75502573
Bihar,2,1877,10,-0.258928142
Bihar,2,1877,11,0.405974731
Bihar,2,1877,12,0.662989301
Bihar,2,1878,1,1.149072086
Bihar,2,1878,2,0.370015457
Bihar,2,1878,3,-0.602726667
Bihar,2,1878,4,0.315718695
Bihar,2,1878,5,1.227890921
Bihar,2,1878,6,0.09263545
Bihar,2,1878,7,-0.548947351
Bihar,2,1878,8,-0.225898362
Bihar,2,1878,9,-0.158956861
Bihar,2,1878,10,-0.615858518
Bihar,2,1878,11,-0.271489256
Bihar,2,1878,12,1.131862116
Bihar,2,1879,1,-1.735285561
Bihar,2,1879,2,-0.024716563
Bihar,2,1879,3,0.142612471
Bihar,2,1879,4,-3.160810003
Bihar,2,1879,5,-1.2555479
Bihar,2,1879,6,-0.304721838
Bihar,2,1879,7,0.549921757
Bihar,2,1879,8,0.780106353
Bihar,2,1879,9,1.727898413
Bihar,2,1879,10,2.261419299
Bihar,2,1879,11,1.190801434
Bihar,2,1879,12,-0.480362455
Bihar,2,1880,1,-0.479325164
Bihar,2,1880,2,1.358128657
Bihar,2,1880,3,1.583759996
Bihar,2,1880,4,-0.949997958
Bihar,2,1880,5,-0.157363786
Bihar,2,1880,6,0.125733488
Bihar,2,1880,7,0.761803577
Bihar,2,1880,8,1.023548592
Bihar,2,1880,9,-0.6588842
Bihar,2,1880,10,-1.282334002
Bihar,2,1880,11,0.35647831
Bihar,2,1880,12,0.493799542
Bihar,2,1881,1,-0.440714524
Bihar,2,1881,2,-1.788176388
Bihar,2,1881,3,0.793176996
Bihar,2,1881,4,0.964099859
Bihar,2,1881,5,0.294936718
Bihar,2,1881,6,1.206771081
Bihar,2,1881,7,0.247066369
Bihar,2,1881,8,-0.365598681
Bihar,2,1881,9,-0.130781039
Bihar,2,1881,10,0.255827513
Bihar,2,1881,11,0.99830178
Bihar,2,1881,12,-0.774751648
Bihar,2,1882,1,-1.735285561
Bihar,2,1882,2,-0.263344409
Bihar,2,1882,3,0.137778186
Bihar,2,1882,4,-0.596301003
Bihar,2,1882,5,0.278828255
Bihar,2,1882,6,0.446094723
Bihar,2,1882,7,-1.189444013
Bihar,2,1882,8,-0.943516422
Bihar,2,1882,9,-0.162096457
Bihar,2,1882,10,0.069170772
Bihar,2,1882,11,1.208788613
Bihar,2,1882,12,1.041052661
Bihar,2,1883,1,0.987080675
Bihar,2,1883,2,0.498764967
Bihar,2,1883,3,-0.892804383
Bihar,2,1883,4,-0.179491652
Bihar,2,1883,5,-0.775540893
Bihar,2,1883,6,1.384813675
Bihar,2,1883,7,0.986648514
Bihar,2,1883,8,-0.778180453
Bihar,2,1883,9,-1.629047914
Bihar,2,1883,10,-2.059801864
Bihar,2,1883,11,-1.333963993
Bihar,2,1883,12,-0.41405234
Bihar,2,1884,1,-1.346890343
Bihar,2,1884,2,-1.813428366
Bihar,2,1884,3,-1.913873376
Bihar,2,1884,4,-1.030354333
Bihar,2,1884,5,-0.551616976
Bihar,2,1884,6,-0.056059309
Bihar,2,1884,7,-0.724781936
Bihar,2,1884,8,-1.732692647
Bihar,2,1884,9,-1.684287845
Bihar,2,1884,10,-0.274799506
Bihar,2,1884,11,0.754003959
Bihar,2,1884,12,-0.774751648
Bihar,2,1885,1,-0.088628813
Bihar,2,1885,2,-0.57425719
Bihar,2,1885,3,-0.611029004
Bihar,2,1885,4,-0.453441675
Bihar,2,1885,5,-0.493565112
Bihar,2,1885,6,-0.861973649
Bihar,2,1885,7,-0.136282222
Bihar,2,1885,8,0.804552332
Bihar,2,1885,9,1.501210649
Bihar,2,1885,10,0.871172363
Bihar,2,1885,11,-1.148204625
Bihar,2,1885,12,1.479419148
Bihar,2,1886,1,1.249214183
Bihar,2,1886,2,-0.893308534
Bihar,2,1886,3,-0.091054112
Bihar,2,1886,4,-0.016476324
Bihar,2,1886,5,0.05753086
Bihar,2,1886,6,0.14058891
Bihar,2,1886,7,0.879191388
Bihar,2,1886,8,1.604421411
Bihar,2,1886,9,1.784296529
Bihar,2,1886,10,1.888956473
Bihar,2,1886,11,1.349439274
Bihar,2,1886,12,0.482672869
Bihar,2,1887,1,1.489938483
Bihar,2,1887,2,0.777818043
Bihar,2,1887,3,-0.057743379
Bihar,2,1887,4,0.628919738
Bihar,2,1887,5,2.797858773
Bihar,2,1887,6,2.040165604
Bihar,2,1887,7,-0.283359089
Bihar,2,1887,8,-1.192046516
Bihar,2,1887,9,-0.582070235
Bihar,2,1887,10,0.038268644
Bihar,2,1887,11,0.516159244
Bihar,2,1887,12,-0.774751648
Bihar,2,1888,1,0.403466646
Bihar,2,1888,2,-0.10301113
Bihar,2,1888,3,-0.800601074
Bihar,2,1888,4,0.784090406
Bihar,2,1888,5,0.70189972
Bihar,2,1888,6,-0.833700151
Bihar,2,1888,7,-0.012211801
Bihar,2,1888,8,1.309982407
Bihar,2,1888,9,0.300946841
Bihar,2,1888,10,-1.452403823
Bihar,2,1888,11,-0.99879453
Bihar,2,1888,12,0.436962391
Bihar,2,1889,1,1.690516471
Bihar,2,1889,2,1.847990522
Bihar,2,1889,3,0.823366262
Bihar,2,1889,4,-1.144438174
Bihar,2,1889,5,-1.191240949
Bihar,2,1889,6,1.219841766
Bihar,2,1889,7,1.347391855
Bihar,2,1889,8,-0.077258409
Bihar,2,1889,9,0.175465403
Bihar,2,1889,10,0.329512531
Bihar,2,1889,11,-0.782183107
Bihar,2,1889,12,0.154136694
Bihar,2,1890,1,-1.105936286
Bihar,2,1890,2,-1.740021995
Bihar,2,1890,3,-1.473253969
Bihar,2,1890,4,-1.079392378
Bihar,2,1890,5,0.175298762
Bihar,2,1890,6,1.42552612
Bihar,2,1890,7,2.359774646
Bihar,2,1890,8,2.134401231
Bihar,2,1890,9,0.641684578
Bihar,2,1890,10,0.132946334
Bihar,2,1890,11,0.391005255
Bihar,2,1890,12,-0.634365995
Bihar,2,1891,1,0.997191708
Bihar,2,1891,2,1.244802832
Bihar,2,1891,3,2.130191353
Bihar,2,1891,4,1.436895248
Bihar,2,1891,5,0.689958759
Bihar,2,1891,6,0.410655439
Bihar,2,1891,7,-0.680477971
Bihar,2,1891,8,-1.214334271
Bihar,2,1891,9,-1.714779628
Bihar,2,1891,10,-1.739051005
Bihar,2,1891,11,-0.459279879
Bihar,2,1891,12,-0.774751648
Bihar,2,1892,1,-1.407369566
Bihar,2,1892,2,-0.284775527
Bihar,2,1892,3,-0.079865715
Bihar,2,1892,4,-0.156638213
Bihar,2,1892,5,-0.13824281
Bihar,2,1892,6,0.171181404
Bihar,2,1892,7,0.316661906
Bihar,2,1892,8,1.315527673
Bihar,2,1892,9,0.552985196
Bihar,2,1892,10,-1.807364988
Bihar,2,1892,11,-1.525802544
Bihar,2,1892,12,-0.774751648
Bihar,2,1893,1,0.500553455
Bihar,2,1893,2,1.42870902
Bihar,2,1893,3,1.371264932
Bihar,2,1893,4,0.97596156
Bihar,2,1893,5,1.039741908
Bihar,2,1893,6,0.636565246
Bihar,2,1893,7,1.24347096
Bihar,2,1893,8,0.50152531
Bihar,2,1893,9,-0.054036773
Bihar,2,1893,10,1.111097547
Bihar,2,1893,11,1.0042194
Bihar,2,1893,12,-0.118327135
Bihar,2,1894,1,-1.682770631
Bihar,2,1894,2,-0.237026783
Bihar,2,1894,3,0.022386987
Bihar,2,1894,4,-0.325302404
Bihar,2,1894,5,-1.302933461
Bihar,2,1894,6,-0.103253374
Bihar,2,1894,7,0.060438062
Bihar,2,1894,8,0.364780438
Bihar,2,1894,9,0.861476573
Bihar,2,1894,10,1.397855202
Bihar,2,1894,11,1.749298034
Bihar,2,1894,12,1.420402374
Bihar,2,1895,1,-0.081773277
Bihar,2,1895,2,-0.074888897
Bihar,2,1895,3,-0.397429609
Bihar,2,1895,4,0.078107483
Bihar,2,1895,5,0.182486848
Bihar,2,1895,6,-0.461803079
Bihar,2,1895,7,0.08670813
Bihar,2,1895,8,0.354963602
Bihar,2,1895,9,-0.365222581
Bihar,2,1895,10,-0.96782279
Bihar,2,1895,11,-1.263724522
Bihar,2,1895,12,0.016419937
Bihar,2,1896,1,-0.594017225
Bihar,2,1896,2,-1.740021995
Bihar,2,1896,3,-3.199466497
Bihar,2,1896,4,-2.885916916
Bihar,2,1896,5,-0.034460722
Bihar,2,1896,6,-0.07732981
Bihar,2,1896,7,-0.441262213
Bihar,2,1896,8,-0.943516422
Bihar,2,1896,9,-1.444920681
Bihar,2,1896,10,-1.64791503
Bihar,2,1896,11,-1.384304756
Bihar,2,1896,12,0.62911724
Bihar,2,1897,1,-0.196592493
Bihar,2,1897,2,-0.216334189
Bihar,2,1897,3,1.181310547
Bihar,2,1897,4,1.392940983
Bihar,2,1897,5,-0.281295767
Bihar,2,1897,6,1.166501147
Bihar,2,1897,7,0.67549008
Bihar,2,1897,8,-0.456763804
Bihar,2,1897,9,-0.114411758
Bihar,2,1897,10,0.919467468
Bihar,2,1897,11,1.41094964
Bihar,2,1897,12,-0.129926161
Bihar,2,1898,1,-0.862625424
Bihar,2,1898,2,0.268690094
Bihar,2,1898,3,0.506382218
Bihar,2,1898,4,-0.139740954
Bihar,2,1898,5,0.315507794
Bihar,2,1898,6,-0.424328152
Bihar,2,1898,7,-0.606616471
Bihar,2,1898,8,0.309210513
Bihar,2,1898,9,2.425761645
Bihar,2,1898,10,2.080265125
Bihar,2,1898,11,-0.505314296
Bihar,2,1898,12,-0.480362455
Bihar,2,1899,1,1.013925071
Bihar,2,1899,2,0.673399584
Bihar,2,1899,3,-0.594481415
Bihar,2,1899,4,1.157459687
Bihar,2,1899,5,1.14810368
Bihar,2,1899,6,1.048524985
Bihar,2,1899,7,2.26454241
Bihar,2,1899,8,2.516191206
Bihar,2,1899,9,1.037866455
Bihar,2,1899,10,-0.178673545
Bihar,2,1899,11,-0.609007575
Bihar,2,1899,12,-0.774751648
Bihar,2,1900,1,1.685642317
Bihar,2,1900,2,1.403278737
Bihar,2,1900,3,-0.462201388
Bihar,2,1900,4,-1.214350357
Bihar,2,1900,5,-0.465109689
Bihar,2,1900,6,1.028122585
Bihar,2,1900,7,0.958174461
Bihar,2,1900,8,-0.675776584
Bihar,2,1900,9,-0.305266402
Bihar,2,1900,10,0.502458698
Bihar,2,1900,11,-0.168176928
Bihar,2,1900,12,0.358059802
Bihar,2,1901,1,1.857595314
Bihar,2,1901,2,1.519786822
Bihar,2,1901,3,0.478762152
Bihar,2,1901,4,-0.511558552
Bihar,2,1901,5,0.470446992
Bihar,2,1901,6,-0.655764286
Bihar,2,1901,7,-1.511739336
Bihar,2,1901,8,-0.149256062
Bihar,2,1901,9,-0.001179719
Bihar,2,1901,10,-1.30392669
Bihar,2,1901,11,-1.09564696
Bihar,2,1901,12,0.306169791
Bihar,2,1902,1,-1.126665729
Bihar,2,1902,2,-1.672943953
Bihar,2,1902,3,0.446678732
Bihar,2,1902,4,1.031427624
Bihar,2,1902,5,0.267263072
Bihar,2,1902,6,-0.754470064
Bihar,2,1902,7,-0.349525265
Bihar,2,1902,8,-0.297296034
Bihar,2,1902,9,0.699224229
Bihar,2,1902,10,1.021729048
Bihar,2,1902,11,-0.629198362
Bihar,2,1902,12,-0.375209446
Bihar,2,1903,1,-0.651077953
Bihar,2,1903,2,-0.902377578
Bihar,2,1903,3,-1.132568791
Bihar,2,1903,4,-1.50479042
Bihar,2,1903,5,-1.081736892
Bihar,2,1903,6,-0.105516752
Bihar,2,1903,7,-1.747645037
Bihar,2,1903,8,-1.709351367
Bihar,2,1903,9,-0.52977629
Bihar,2,1903,10,0.063734696
Bihar,2,1903,11,1.016983613
Bihar,2,1903,12,-0.774751648
Bihar,2,1904,1,-0.291013989
Bihar,2,1904,2,-0.658713749
Bihar,2,1904,3,-1.132568791
Bihar,2,1904,4,-1.092050589
Bihar,2,1904,5,1.027272444
Bihar,2,1904,6,1.256399075
Bihar,2,1904,7,1.014993214
Bihar,2,1904,8,1.019705706
Bihar,2,1904,9,-0.474652191
Bihar,2,1904,10,-0.883688289
Bihar,2,1904,11,0.8887647
Bihar,2,1904,12,0.573830302
Bihar,2,1905,1,0.078215042
Bihar,2,1905,2,0.563019174
Bihar,2,1905,3,1.49344444
Bihar,2,1905,4,1.338120092
Bihar,2,1905,5,0.884851689
Bihar,2,1905,6,-1.277830164
Bihar,2,1905,7,-0.663206864
Bihar,2,1905,8,1.709892852
Bihar,2,1905,9,1.997609029
Bihar,2,1905,10,0.368388345
Bihar,2,1905,11,-1.451932552
Bihar,2,1905,12,-0.480362455
Bihar,2,1906,1,0.284241374
Bihar,2,1906,2,1.458050237
Bihar,2,1906,3,1.530441722
Bihar,2,1906,4,-0.796439008
Bihar,2,1906,5,-0.618011876
Bihar,2,1906,6,0.403727799
Bihar,2,1906,7,0.592067604
Bihar,2,1906,8,1.450445347
Bihar,2,1906,9,0.488451807
Bihar,2,1906,10,-1.514203805
Bihar,2,1906,11,-0.260777332
Bihar,2,1906,12,-0.774751648
Bihar,2,1907,1,-1.439886949
Bihar,2,1907,2,0.974335254
Bihar,2,1907,3,2.098410652
Bihar,2,1907,4,1.465769423
Bihar,2,1907,5,-0.255398584
Bihar,2,1907,6,0.578175491
Bihar,2,1907,7,0.256538232
Bihar,2,1907,8,-0.916223178
Bihar,2,1907,9,-0.704632325
Bihar,2,1907,10,-0.72497216
Bihar,2,1907,11,-1.896614841
Bihar,2,1907,12,-0.23174152
Bihar,2,1908,1,0.30479933
Bihar,2,1908,2,0.966612818
Bihar,2,1908,3,0.799924279
Bihar,2,1908,4,-1.228997433
Bihar,2,1908,5,-0.9582241
Bihar,2,1908,6,-1.440130061
Bihar,2,1908,7,-2.228371625
Bihar,2,1908,8,-2.707344785
Bihar,2,1908,9,-2.110367413
Bihar,2,1908,10,-1.325672472
Bihar,2,1908,11,-0.830325929
Bihar,2,1908,12,-0.595633404
Bihar,2,1909,1,-0.639382776
Bihar,2,1909,2,-0.476433365
Bihar,2,1909,3,-0.724645326
Bihar,2,1909,4,1.69005952
Bihar,2,1909,5,0.824460552
Bihar,2,1909,6,2.202159433
Bihar,2,1909,7,1.573383066
Bihar,2,1909,8,-0.024535578
Bihar,2,1909,9,0.085131157
Bihar,2,1909,10,-0.446919702
Bihar,2,1909,11,-0.104185566
Bihar,2,1909,12,-0.084744512
Bihar,2,1910,1,-0.651077953
Bihar,2,1910,2,-0.9489452
Bihar,2,1910,3,-0.447521864
Bihar,2,1910,4,-0.37103464
Bihar,2,1910,5,-0.525623906
Bihar,2,1910,6,0.548663964
Bihar,2,1910,7,0.712727541
Bihar,2,1910,8,0.131951077
Bihar,2,1910,9,0.212416913
Bihar,2,1910,10,0.562294715
Bihar,2,1910,11,0.630603426
Bihar,2,1910,12,0.873343131
Bihar,2,1911,1,-0.459835019
Bihar,2,1911,2,-1.038515212
Bihar,2,1911,3,0.454752644
Bihar,2,1911,4,0.86672788
Bihar,2,1911,5,-0.440121984
Bihar,2,1911,6,1.052763445
Bihar,2,1911,7,-0.056570273
Bihar,2,1911,8,-0.087706974
Bihar,2,1911,9,1.32207648
Bihar,2,1911,10,0.958458526
Bihar,2,1911,11,0.897084244
Bihar,2,1911,12,0.909302239
Bihar,2,1912,1,-0.674924156
Bihar,2,1912,2,-0.734132253
Bihar,2,1912,3,0.351125018
Bihar,2,1912,4,1.048652614
Bihar,2,1912,5,0.463981229
Bihar,2,1912,6,-0.280819434
Bihar,2,1912,7,-0.176988919
Bihar,2,1912,8,0.089139712
Bihar,2,1912,9,-0.848699268
Bihar,2,1912,10,-1.808973606
Bihar,2,1912,11,0.49570535
Bihar,2,1912,12,2.317364111
Bihar,2,1913,1,-1.735285561
Bihar,2,1913,2,0.737865208
Bihar,2,1913,3,1.525539551
Bihar,2,1913,4,0.038986691
Bihar,2,1913,5,0.725637402
Bihar,2,1913,6,2.251090788
Bihar,2,1913,7,1.027193358
Bihar,2,1913,8,0.548133857
Bihar,2,1913,9,1.347431907
Bihar,2,1913,10,0.46071637
Bihar,2,1913,11,0.245338012
Bihar,2,1913,12,1.283851728
Bihar,2,1914,1,0.850395171
Bihar,2,1914,2,-0.065636148
Bihar,2,1914,3,0.409893674
Bihar,2,1914,4,0.711410977
Bihar,2,1914,5,0.971448023
Bihar,2,1914,6,-0.747612543
Bihar,2,1914,7,-1.195186892
Bihar,2,1914,8,0.849924241
Bihar,2,1914,9,0.22419548
Bihar,2,1914,10,-2.564495595
Bihar,2,1914,11,-1.352484162
Bihar,2,1914,12,-0.595633404
Bihar,2,1915,1,-0.403516323
Bihar,2,1915,2,1.108831816
Bihar,2,1915,3,1.678007113
Bihar,2,1915,4,0.17187502
Bihar,2,1915,5,0.396275797
Bihar,2,1915,6,-0.05048332
Bihar,2,1915,7,-0.053498962
Bihar,2,1915,8,0.83351752
Bihar,2,1915,9,0.513080716
Bihar,2,1915,10,-0.399234226
Bihar,2,1915,11,0.305459933
Bihar,2,1915,12,1.283851728
Bihar,2,1916,1,-1.682770631
Bihar,2,1916,2,-0.237026783
Bihar,2,1916,3,-0.091054112
Bihar,2,1916,4,0.167314412
Bihar,2,1916,5,-0.735912927
Bihar,2,1916,6,0.474416713
Bihar,2,1916,7,1.349831307
Bihar,2,1916,8,1.115188088
Bihar,2,1916,9,0.804049446
Bihar,2,1916,10,1.139325831
Bihar,2,1916,11,1.013064461
Bihar,2,1916,12,-0.41405234
Bihar,2,1917,1,-1.147999414
Bihar,2,1917,2,-0.088880845
Bihar,2,1917,3,0.254591127
Bihar,2,1917,4,-0.604312653
Bihar,2,1917,5,0.879240628
Bihar,2,1917,6,1.325446398
Bihar,2,1917,7,0.462626984
Bihar,2,1917,8,-1.041732443
Bihar,2,1917,9,-0.607554697
Bihar,2,1917,10,0.5958807
Bihar,2,1917,11,0.685812435
Bihar,2,1917,12,-0.532536593
Bihar,2,1918,1,-1.291505731
Bihar,2,1918,2,-2.165525184
Bihar,2,1918,3,-1.649773893
Bihar,2,1918,4,0.520498511
Bihar,2,1918,5,1.24795441
Bihar,2,1918,6,1.107491635
Bihar,2,1918,7,-0.247398011
Bihar,2,1918,8,1.07904861
Bihar,2,1918,9,2.162572283
Bihar,2,1918,10,0.235024607
Bihar,2,1918,11,-1.37784133
Bihar,2,1918,12,-0.774751648
Bihar,2,1919,1,1.139719084
Bihar,2,1919,2,0.805875245
Bihar,2,1919,3,-0.507292725
Bihar,2,1919,4,-0.101086652
Bihar,2,1919,5,-0.275515463
Bihar,2,1919,6,0.309510113
Bihar,2,1919,7,1.325395192
Bihar,2,1919,8,0.40461226
Bihar,2,1919,9,-0.785854769
Bihar,2,1919,10,0.0546582
Bihar,2,1919,11,0.112890885
Bihar,2,1919,12,-0.595633404
Bihar,2,1920,1,-1.590324128
Bihar,2,1920,2,0.062375905
Bihar,2,1920,3,1.275468974
Bihar,2,1920,4,0.452248329
Bihar,2,1920,5,-1.200289159
Bihar,2,1920,6,-1.107074575
Bihar,2,1920,7,0.028005799
Bihar,2,1920,8,-0.001654528
Bihar,2,1920,9,0.491976142
Bihar,2,1920,10,0.721445443
Bihar,2,1920,11,-1.286494585
Bihar,2,1920,12,-0.774751648
Bihar,2,1921,1,0.625484244
Bihar,2,1921,2,0.116479263
Bihar,2,1921,3,-0.653432598
Bihar,2,1921,4,0.111556595
Bihar,2,1921,5,-0.815955207
Bihar,2,1921,6,-0.833700151
Bihar,2,1921,7,-0.176203123
Bihar,2,1921,8,1.327836029
Bihar,2,1921,9,2.054133161
Bihar,2,1921,10,1.051238137
Bihar,2,1921,11,-0.079789706
Bihar,2,1921,12,-0.774751648
Bihar,2,1922,1,0.165502888
Bihar,2,1922,2,0.006334632
Bihar,2,1922,3,-0.861189968
Bihar,2,1922,4,-0.645215912
Bihar,2,1922,5,-1.288584863
Bihar,2,1922,6,1.380092683
Bihar,2,1922,7,1.682084438
Bihar,2,1922,8,0.824313721
Bihar,2,1922,9,0.470093289
Bihar,2,1922,10,-0.255960093
Bihar,2,1922,11,-0.986331008
Bihar,2,1922,12,0.258302434
Bihar,2,1923,1,-0.376471066
Bihar,2,1923,2,0.518277838
Bihar,2,1923,3,0.727932103
Bihar,2,1923,4,-0.482157723
Bihar,2,1923,5,-0.229790266
Bihar,2,1923,6,-0.072841005
Bihar,2,1923,7,-0.80833809
Bihar,2,1923,8,-1.339767417
Bihar,2,1923,9,-1.056601934
Bihar,2,1923,10,-0.745400742
Bihar,2,1923,11,-0.160254683
Bihar,2,1923,12,-0.480362455
Bihar,2,1924,1,-0.957872415
Bihar,2,1924,2,-0.403386964
Bihar,2,1924,3,-0.349197414
Bihar,2,1924,4,-0.806012494
Bihar,2,1924,5,-1.719794994
Bihar,2,1924,6,-1.264839696
Bihar,2,1924,7,1.260805362
Bihar,2,1924,8,1.446208186
Bihar,2,1924,9,0.590557477
Bihar,2,1924,10,0.817803298
Bihar,2,1924,11,0.860427922
Bihar,2,1924,12,2.179754475
Bihar,2,1925,1,-0.09552417
Bihar,2,1925,2,-0.644207753
Bihar,2,1925,3,-0.78112424
Bihar,2,1925,4,1.011158056
Bihar,2,1925,5,0.156034406
Bihar,2,1925,6,-1.094803963
Bihar,2,1925,7,-0.648571511
Bihar,2,1925,8,0.382277498
Bihar,2,1925,9,0.697178212
Bihar,2,1925,10,-0.129648334
Bihar,2,1925,11,-0.717067561
Bihar,2,1925,12,0.312811957
Bihar,2,1926,1,-0.041445451
Bihar,2,1926,2,-0.587919975
Bihar,2,1926,3,-0.130909893
Bihar,2,1926,4,0.531629301
Bihar,2,1926,5,-0.243981917
Bihar,2,1926,6,-2.087551646
Bihar,2,1926,7,-0.066564489
Bihar,2,1926,8,0.860405353
Bihar,2,1926,9,-0.119862753
Bihar,2,1926,10,-0.610383922
Bihar,2,1926,11,-0.907135654
Bihar,2,1926,12,0.407339382
Bihar,2,1927,1,0.893542641
Bihar,2,1927,2,1.16372604
Bihar,2,1927,3,1.515707005
Bihar,2,1927,4,0.542693266
Bihar,2,1927,5,-0.201665946
Bihar,2,1927,6,-0.602919539
Bihar,2,1927,7,-0.721293355
Bihar,2,1927,8,-1.204517628
Bihar,2,1927,9,-1.465938051
Bihar,2,1927,10,-1.064214496
Bihar,2,1927,11,-0.016190386
Bihar,2,1927,12,1.487697364
Bihar,2,1928,1,1.324853635
Bihar,2,1928,2,1.226520609
Bihar,2,1928,3,-0.12514814
Bihar,2,1928,4,-0.549337106
Bihar,2,1928,5,-0.100461579
Bihar,2,1928,6,0.034295823
Bihar,2,1928,7,0.339681922
Bihar,2,1928,8,0.408792374
Bihar,2,1928,9,-0.802600315
Bihar,2,1928,10,0.077311129
Bihar,2,1928,11,1.424857578
Bihar,2,1928,12,-0.063278786
Bihar,2,1929,1,1.641325903
Bihar,2,1929,2,1.022609554
Bihar,2,1929,3,-0.636288564
Bihar,2,1929,4,0.560987538
Bihar,2,1929,5,-0.221317001
Bihar,2,1929,6,0.251264227
Bihar,2,1929,7,0.312335791
Bihar,2,1929,8,0.330363196
Bihar,2,1929,9,-0.378272388
Bihar,2,1929,10,0.651271444
Bihar,2,1929,11,1.790556902
Bihar,2,1929,12,1.880695189
Bihar,2,1930,1,1.795367746
Bihar,2,1930,2,-0.29018742
Bihar,2,1930,3,-0.17786285
Bihar,2,1930,4,-0.268753064
Bihar,2,1930,5,-1.018982956
Bihar,2,1930,6,-0.280819434
Bihar,2,1930,7,-0.162862502
Bihar,2,1930,8,-0.824976978
Bihar,2,1930,9,-0.226856684
Bihar,2,1930,10,0.107915837
Bihar,2,1930,11,-0.237522515
Bihar,2,1930,12,1.476651498
Bihar,2,1931,1,-0.144957223
Bihar,2,1931,2,0.465771354
Bihar,2,1931,3,0.849834635
Bihar,2,1931,4,-0.928168235
Bihar,2,1931,5,-1.227707274
Bihar,2,1931,6,-2.217998951
Bihar,2,1931,7,0.247066369
Bihar,2,1931,8,0.578133535
Bihar,2,1931,9,-0.162881637
Bihar,2,1931,10,0.606222449
Bihar,2,1931,11,0.555125579
Bihar,2,1931,12,0.737033674
Bihar,2,1932,1,-1.376425751
Bihar,2,1932,2,-0.849095343
Bihar,2,1932,3,-0.706426468
Bihar,2,1932,4,-0.1285883
Bihar,2,1932,5,-0.845864334
Bihar,2,1932,6,-1.05828625
Bihar,2,1932,7,-2.096255201
Bihar,2,1932,8,-2.120756928
Bihar,2,1932,9,-0.710703511
Bihar,2,1932,10,-0.476266154
Bihar,2,1932,11,0.675367024
Bihar,2,1932,12,2.446204652
Bihar,2,1933,1,0.776092296
Bihar,2,1933,2,0.482343224
Bihar,2,1933,3,-0.270382084
Bihar,2,1933,4,1.641368431
Bihar,2,1933,5,1.936511972
Bihar,2,1933,6,0.636565246
Bihar,2,1933,7,0.539512852
Bihar,2,1933,8,0.810486341
Bihar,2,1933,9,-0.13546697
Bihar,2,1933,10,-0.69343788
Bihar,2,1933,11,0.141899914
Bihar,2,1933,12,-0.774751648
Bihar,2,1934,1,1.017254242
Bihar,2,1934,2,0.863562323
Bihar,2,1934,3,-0.322407503
Bihar,2,1934,4,-0.906793365
Bihar,2,1934,5,-1.612527735
Bihar,2,1934,6,-0.787591324
Bihar,2,1934,7,0.529085971
Bihar,2,1934,8,0.309210513
Bihar,2,1934,9,-0.287566765
Bihar,2,1934,10,0.135618985
Bihar,2,1934,11,0.112890885
Bihar,2,1934,12,0.364355061
Bihar,2,1935,1,0.513939783
Bihar,2,1935,2,0.547163995
Bihar,2,1935,3,-0.245098265
Bihar,2,1935,4,-2.885916916
Bihar,2,1935,5,-2.095508969
Bihar,2,1935,6,-1.305627175
Bihar,2,1935,7,-1.822462032
Bihar,2,1935,8,0.063624938
Bihar,2,1935,9,1.822987847
Bihar,2,1935,10,0.589503947
Bihar,2,1935,11,-2.122868599
Bihar,2,1935,12,-0.774751648
Bihar,2,1936,1,-0.469532784
Bihar,2,1936,2,-0.658713749
Bihar,2,1936,3,-0.619389416
Bihar,2,1936,4,-0.541686269
Bihar,2,1936,5,0.407308273
Bihar,2,1936,6,0.304435161
Bihar,2,1936,7,1.066202491
Bihar,2,1936,8,0.99467837
Bihar,2,1936,9,1.185614386
Bihar,2,1936,10,1.705753534
Bihar,2,1936,11,0.759577583
